y	x
2020	1130
2009	676
1998	1279
1982	664
1973	1354
1968	1379
1962	1318
1918	1370
1910	658
1896	1338
1878	1304
1847	1316
1830	1321
1818	1304
1809	1252
1745	707
1750	2339
1721	717
1720	2239
1709	1303
1706	1224
1698	1257
1686	2193
1671	735
1666	1986
1655	1349
1649	1002
1647	410
1641	580
1645	2510
1629	638
1624	1243
1620	785
1609	1197
1607	792
1606	519
1600	523
1602	627
1593	1271
1587	674
1584	1151
1583	559
1581	928
1579	299
1571	1297
1570	1254
1566	1188
1566	1340
1536	329
1525	1255
1527	443
1516	1334
1509	1373
1506	1221
1483	1206
1457	326
1451	1324
1450	1271
1443	1423
1439	358
1430	1456
1423	326
1419	387
1412	296
1404	350
1389	1772
1385	1920
1378	2125
1365	2104
1362	322
1369	1591
1347	2003
1346	2196
1341	384
1337	326
1335	2242
1333	1952
1322	292
1323	1638
1310	325
1316	1694
1304	1828
1289	237
1281	458
1276	288
1266	271
1268	189
1261	226
1261	2056
1251	416
1246	240
1246	1929
1245	2141
1243	1985
1239	215
1241	171
1234	386
1232	295
1228	274
1225	1990
1226	2322
1224	1953
1222	225
1218	178
1214	200
1209	158
1206	259
1206	2225
1202	220
1201	1991
1196	220
1196	293
1197	2102
1178	2025
1183	602
1173	2076
1168	2161
1160	233
1163	120
1159	389
1159	259
1158	52
1147	2212
1148	2302
1140	367
1138	219
1128	2102
1130	331
1124	252
1126	2243
1118	2082
1122	229
1113	307
1116	46
1103	2179
1101	389
1107	2370
1093	2151
1093	33
1081	2228
1077	149
1072	387
1068	174
1068	90
1069	399
1069	2340
1066	37
1063	229
1057	2226
1053	2246
1053	2279
1041	613
1041	57
1037	233
1035	34
1031	2319
1028	101
1026	2408
1021	2217
1022	20
1021	422
1010	547
1008	541
1002	94
999	2249
993	429
994	45
991	631
993	2505
981	601
980	136
973	678
972	556
948	571
950	2242
950	421
948	2198
949	2345
942	524
936	525
937	18
933	417
931	2288
931	2242
924	619
915	2385
917	396
914	2320
913	183
910	362
908	683
905	226
901	801
896	32
896	401
893	737
888	663
885	2318
879	715
878	2376
873	388
869	479
864	479
868	2138
863	725
863	735
862	2348
856	1585
855	685
855	554
843	382
834	741
831	366
827	790
825	625
824	2252
821	485
814	556
801	635
801	508
794	2199
791	390
796	2086
788	1957
790	2169
779	487
771	408
772	2063
771	1674
763	675
762	600
756	655
756	390
751	1607
746	2143
744	896
734	403
739	2224
735	534
721	617
729	2474
720	2557
720	361
715	2387
709	761
710	648
705	696
699	2213
698	885
694	521
693	483
687	500
688	576
684	391
670	577
671	481
668	547
663	2118
666	867
656	901
655	692
648	944
647	856
646	1719
645	1672
640	679
642	1641
633	479
633	2254
633	565
631	510
629	904
627	872
622	791
623	1708
622	840
619	494
619	1768
612	746
613	642
610	426
611	1992
606	2041
603	2032
603	1517
601	856
600	587
601	962
598	486
596	2387
592	519
590	1573
587	687
591	893
587	554
588	1550
580	838
579	493
579	765
578	1489
577	432
573	1615
574	519
569	555
566	634
564	870
561	928
562	2346
559	1550
560	578
556	745
552	901
547	786
541	510
542	2052
539	1698
533	2017
525	856
523	770
517	545
513	514
508	2341
502	891
500	803
499	705
487	557
485	592
486	2419
479	1546
476	572
477	984
476	751
478	1764
474	768
474	1699
472	517
467	792
459	597
460	2469
461	646
458	875
456	557
457	738
447	1738
451	2295
447	809
441	931
440	1190
442	2511
437	1034
439	2476
437	2389
435	884
437	1127
434	785
423	1266
419	891
422	2434
415	802
415	533
410	947
408	548
409	1285
407	1207
405	2499
401	1266
399	520
399	1248
400	2470
401	741
394	1113
395	2424
392	369
388	1739
386	1311
378	1145
380	1287
377	992
381	703
379	2507
374	1155
374	1244
374	1189
367	897
367	2468
363	946
362	1112
356	1109
356	1226
351	1271
351	1242
349	727
340	1103
333	867
332	932
329	1187
329	685
323	1016
324	1317
319	1285
317	1232
316	946
317	737
312	1231
311	868
312	1347
304	1765
305	999
306	777
299	879
300	839
299	1186
296	1333
290	1390
287	1363
287	917
286	963
283	822
285	1123
281	783
279	872
278	854
277	1138
277	978
273	1227
272	997
269	945
271	1192
269	1415
261	965
261	806
257	1363
257	1279
254	1210
252	1006
254	839
252	1427
249	900
244	1172
243	1387
242	1138
243	1316
231	932
231	821
233	1119
235	793
227	952
230	1201
225	1242
226	1185
221	1325
219	1418
218	1381
220	1090
217	867
215	1453
215	1165
210	906
209	817
208	1178
204	817
207	1237
203	1254
198	974
197	1280
195	1386
194	1322
191	1263
191	905
190	1203
184	1290
182	951
180	1166
178	872
175	1097
171	1405
172	1129
170	986
164	1216
166	1256
150	1310
144	1438
148	1152
146	1086
141	1352
136	1008
137	1367
138	1004
134	1138
131	1303
130	1382
127	1396
126	1481
128	1325
124	1013
117	1346
120	1224
118	1271
111	1307
110	940
106	1405
108	1371
98	1052
98	1031
83	1568
82	1413
82	1359
81	1156
77	1592
77	1183
78	1651
74	1093
64	1207
60	1404
60	1177
54	1120
50	1422
51	1380
54	1034
51	1468
43	1095
30	1136
23	1210
15	1227
8	1197
