y	x
1964	1205
1900	2357
1869	2372
1825	570
1803	602
1791	708
1787	633
1785	956
1770	650
1765	873
1764	621
1765	724
1757	1153
1760	158
1755	584
1754	1205
1752	1245
1753	2342
1753	1003
1748	649
1744	809
1742	578
1743	516
1739	372
1738	577
1741	913
1745	1064
1727	1343
1727	1225
1729	644
1725	1156
1726	760
1724	263
1722	1591
1719	906
1719	322
1721	563
1712	749
1713	1179
1711	618
1710	980
1711	740
1698	949
1695	1137
1693	1287
1695	1204
1693	1184
1694	778
1693	430
1693	576
1691	1551
1688	199
1689	1253
1683	741
1687	629
1683	836
1682	1092
1680	620
1680	1307
1676	811
1676	789
1675	1191
1674	460
1674	610
1673	909
1669	441
1665	807
1668	1079
1667	867
1666	741
1665	1773
1662	499
1659	372
1667	352
1662	1159
1659	1042
1657	1215
1654	788
1656	1125
1654	872
1652	750
1650	809
1649	1250
1651	850
1642	389
1645	316
1637	730
1635	1127
1643	899
1636	792
1631	1413
1636	1002
1631	1175
1631	1094
1634	970
1628	1249
1625	775
1623	410
1623	708
1620	860
1619	840
1618	585
1616	1109
1615	811
1611	1089
1609	787
1610	607
1609	554
1607	641
1608	523
1605	757
1605	734
1602	1235
1602	1188
1601	961
1596	586
1602	900
1596	702
1595	1099
1602	1056
1588	884
1592	1160
1591	1366
1585	736
1581	356
1583	667
1579	611
1578	1012
1578	438
1576	1313
1578	957
1576	1228
1583	936
1567	726
1561	698
1562	902
1559	842
1554	1149
1553	1106
1548	538
1548	610
1544	1083
1541	377
1540	1368
1533	1103
1523	1168
1525	818
1520	906
1522	1036
1521	967
1517	1464
1515	69
1517	1520
1516	515
1512	1348
1506	534
1497	1106
1493	420
1481	1438
1488	1018
1470	1289
1466	450
1459	1171
1445	143
1412	2547
1353	2528
1349	2553
1341	2518
1328	2506
1308	2482
1291	2470
1134	520
1123	1290
1110	544
1108	1525
1108	1194
1098	525
1092	665
1091	1913
1089	901
1067	1393
1058	307
1060	1291
1058	1741
1048	562
1043	960
1042	1520
1038	825
1026	487
1027	1443
1026	1542
1021	1418
1022	1730
1022	918
1019	1966
1015	1940
1016	1492
1016	667
1016	707
1014	687
1009	1374
1012	995
1007	1384
1010	730
1005	1114
1005	1067
1001	1022
1004	548
999	1781
1003	882
999	499
996	2551
995	674
987	1029
988	457
982	1026
986	1667
983	515
984	942
983	1795
978	2558
977	2550
977	2542
977	1974
979	390
979	1004
977	536
978	1495
973	1133
971	1717
969	1448
970	1072
967	571
966	740
966	611
964	700
962	930
956	957
958	1037
951	1733
955	999
952	867
950	851
950	500
946	210
941	602
941	1125
940	840
946	518
943	422
939	1333
938	535
932	1463
931	1163
933	619
938	387
932	1696
927	1632
929	1051
925	300
918	1016
922	552
919	1349
917	1306
919	745
918	412
920	362
914	1110
917	1438
916	539
917	1542
911	986
914	1187
912	516
910	1413
907	1243
908	1283
907	906
908	1086
908	487
901	1022
906	685
902	810
903	586
900	389
900	297
898	1221
898	1679
898	1128
896	1194
895	833
894	553
894	1740
897	1360
891	1058
891	1829
889	1146
892	1107
884	997
885	419
883	1169
886	941
880	398
888	1474
878	1070
880	853
880	444
877	300
874	583
876	977
872	689
870	628
869	365
863	1210
866	1131
868	721
865	1020
858	1308
857	1252
858	1187
860	515
856	1058
856	783
855	1675
854	1155
854	629
850	495
848	742
842	650
842	582
837	1415
840	310
840	1354
837	1291
837	686
834	329
833	261
827	603
826	1331
820	1207
816	943
813	1518
816	1251
814	1187
809	648
811	524
805	547
806	906
801	603
801	672
799	1347
791	289
784	1250
783	689
780	939
781	646
777	1343
774	162
757	1132
757	907
750	584
744	1316
740	189
739	662
733	1174
726	1330
505	1528
502	1922
500	1807
491	1708
490	1679
486	735
477	1936
471	1825
469	1991
471	1858
471	1796
468	1497
464	826
468	1699
459	1295
454	2021
457	1471
460	1328
453	1179
451	1995
453	583
452	1447
447	1112
450	1618
444	1891
451	1680
443	1317
445	969
444	764
439	1144
438	1855
435	1223
436	1188
438	2052
435	1704
434	811
431	771
431	1289
427	1845
428	1271
427	931
422	1807
423	1029
422	1771
423	2027
416	1984
419	1162
419	1472
414	419
415	1858
423	634
418	1062
416	1743
410	2084
411	1358
412	759
412	1404
407	1914
407	1844
406	1314
407	1271
408	706
403	1872
404	1088
401	1462
400	1444
400	1505
399	1230
400	538
396	832
391	1781
393	745
401	678
391	1969
386	1942
390	1166
388	1061
387	1645
382	515
386	591
383	1396
380	1615
378	1936
379	1763
381	658
378	1494
380	1034
373	1325
377	676
375	770
368	1180
364	1462
367	1272
364	684
360	1777
361	1382
360	1490
358	673
360	1243
355	1218
358	625
356	1338
356	2002
347	1915
348	1170
345	1763
339	1231
342	1060
335	867
338	1420
335	884
338	717
342	649
338	1385
333	1478
328	1331
322	1292
316	1893
316	898
315	1647
312	1492
305	680
307	754
303	1308
306	708
297	1144
298	831
293	1829
292	1346
292	1319
294	802
289	1687
289	1377
286	1521
285	1064
276	1509
279	1745
281	996
271	1813
275	783
277	1452
272	1499
273	818
270	729
268	1418
265	1702
266	1648
262	1250
256	1334
255	775
256	1571
249	1279
246	1412
244	1622
245	1513
244	868
237	1327
233	1474
229	261
225	1003
224	1411
221	715
219	1273
219	1515
210	1173
208	1503
213	1490
204	1354
207	1574
203	1474
204	966
205	841
202	1541
197	1068
193	1560
192	908
192	1384
187	1670
183	1510
177	997
171	1413
169	1417
165	1412
165	926
157	1379
151	933
151	1639
145	1510
142	1472
134	1002
108	1445
94	1289
80	968
67	596
39	1445
12	1461
6	1382
7	1678
